Target_genes	Stat6|Average	SRX197271|Macrophages	SRX197272|Macrophages	SRX6432727|Macrophages	SRX6432728|Macrophages	SRX021632|Th1_Cells	SRX021633|Th1_Cells	SRX191132|Th9	SRX353406|Th9	SRX353407|Th9	STRING
Fhit	236.555556	0	408	0	0	604	0	0	446	671	0
Golga7	235.666667	0	0	0	137	735	0	492	612	145	0
Selplg	235.222222	0	0	0	0	1283	834	0	0	0	0
Laptm4b	234.666667	0	0	0	0	1248	864	0	0	0	0
Agtrap	234.666667	0	0	0	0	1236	761	115	0	0	0
Ptprs	234.555556	0	0	0	0	1011	892	208	0	0	0
Xrra1	232.888889	0	0	0	0	728	843	119	114	292	0
Spcs2	232.888889	0	0	0	0	728	843	119	114	292	0
Prpf39	232.555556	0	0	0	0	1267	826	0	0	0	0
Alkbh7	231.888889	0	0	0	0	1194	893	0	0	0	0
Akap7	231.666667	0	0	0	133	722	0	108	965	157	0
Ppm1k	231.555556	0	823	268	358	137	0	163	335	0	0
Rgl1	231.111111	0	0	0	0	986	931	0	0	163	0
Arpc5	231.111111	0	0	0	0	986	931	0	0	163	0
Kdm6a	231.000000	0	0	0	0	1154	925	0	0	0	0
Snrpa	230.333333	0	0	0	0	1175	790	0	0	108	0
BC024978	230.333333	0	0	0	0	1175	790	0	0	108	0
Zfyve26	229.888889	0	0	0	0	936	753	0	140	240	0
Zbp1	229.888889	0	150	172	144	244	0	132	871	356	0
Rad51b	229.888889	0	0	0	0	936	753	0	140	240	0
Napa	229.222222	0	90	0	0	855	656	156	165	141	0
Irs2	229.111111	0	360	0	0	985	717	0	0	0	0
Gosr2	228.000000	0	224	110	192	326	0	192	455	553	0
Bsg	228.000000	0	0	0	0	1159	794	99	0	0	0
Pdcd6	227.000000	0	0	0	150	948	102	211	329	303	0
Pcm1	227.000000	0	0	0	0	1224	555	0	121	143	0
9530077C05Rik	226.444444	0	0	0	0	1082	618	0	97	241	0
Ranbp2	226.111111	0	302	0	64	809	479	0	174	207	0
Scn2b	225.888889	0	1424	0	164	154	0	117	174	0	0
Tmc6	225.444444	0	0	0	0	1079	847	0	0	103	0
Gns	225.333333	0	161	0	0	1035	686	146	0	0	0
Cndp2	225.222222	0	0	0	0	548	273	0	654	552	0
Rpl10	224.555556	0	364	167	183	319	255	0	454	279	0
Hnrnpm	224.444444	0	0	0	0	1110	910	0	0	0	0
Dennd4a	224.222222	0	278	0	0	0	0	0	696	1044	0
Pias4	224.000000	0	0	0	0	1072	944	0	0	0	0
Marchf8	224.000000	0	0	0	0	1197	691	128	0	0	0
Tef	222.666667	0	0	0	0	968	687	160	0	189	0
Il1r2	222.666667	0	0	0	0	1340	664	0	0	0	0
Stat3	222.333333	0	136	118	98	592	127	122	234	574	0
Ogfod2	221.888889	0	0	0	0	1157	840	0	0	0	0
Pmf1	221.777778	0	0	0	0	1110	742	0	0	144	0
Rbks	221.222222	0	904	0	0	553	202	0	94	238	0
Babam2	221.222222	0	904	0	0	553	202	0	94	238	0
Foxred2	220.333333	0	0	0	0	1036	806	141	0	0	0
Smndc1	219.888889	0	0	0	0	1021	569	0	191	198	0
Shmt1	219.222222	0	0	0	0	1200	455	158	0	160	0
Vdac2	218.888889	0	0	0	0	1039	703	0	0	228	0
Osbpl8	217.111111	0	0	0	0	1008	539	0	201	206	0
Hjurp	217.111111	0	149	182	220	320	120	115	417	431	0
A730008H23Rik	217.111111	0	149	182	220	320	120	115	417	431	0
Rad50	217.000000	0	0	0	0	1157	690	106	0	0	0
Iscu	217.000000	0	385	0	0	166	0	193	857	352	0
Tnrc6b	216.888889	0	0	0	0	820	738	0	196	198	0
Resf1	216.888889	0	482	596	641	0	0	0	86	147	0
Wdr19	216.666667	0	0	0	0	1082	868	0	0	0	0
Slc26a11	216.555556	0	290	0	227	801	631	0	0	0	0
Sgsh	216.555556	0	290	0	227	801	631	0	0	0	0
Pafah1b2	216.222222	0	0	0	0	865	647	178	256	0	0
Chaf1a	215.000000	0	0	0	0	1178	757	0	0	0	0
Gpx1	214.333333	0	0	0	0	1068	754	0	0	107	0
Pold4	213.888889	0	346	265	413	259	205	0	149	288	0
Polr2g	213.222222	0	420	227	242	272	0	0	292	466	0
Plcxd2	213.000000	0	0	0	0	596	598	0	264	459	0
Gabarap	212.888889	0	0	0	327	743	734	112	0	0	0
Nudcd3	212.666667	0	0	0	144	843	528	0	0	399	0
Cdkn1a	211.555556	0	1750	0	0	0	0	0	154	0	0
Gm33887	211.222222	0	0	0	0	0	0	769	571	561	0
Anxa6	211.111111	0	0	0	0	1126	774	0	0	0	0
Anln	210.555556	0	0	0	0	1082	618	0	97	98	0
Dnajc8	210.444444	0	0	0	0	1017	712	0	0	165	0
Atpif1	210.444444	0	0	0	0	1017	712	0	0	165	0
Nup50	209.888889	0	0	0	174	947	636	0	0	132	0
Gpr176	209.777778	0	0	0	0	1064	728	96	0	0	0
Wipf1	209.666667	0	760	164	314	309	0	0	241	99	0
Rpl19	209.666667	0	0	0	0	1229	658	0	0	0	0
Srebf1	209.444444	0	0	0	0	923	557	99	141	165	0
Dpp9	209.000000	0	1206	281	394	0	0	0	0	0	0
Ctla2b	208.000000	0	0	0	0	305	75	350	1009	133	0
Abhd17b	207.444444	0	0	0	112	916	566	0	75	198	0
1110059E24Rik	207.444444	0	0	0	112	916	566	0	75	198	0
Shroom1	207.333333	909	957	0	0	0	0	0	0	0	0
Rpp38	207.000000	0	0	0	0	918	723	118	0	104	0
Tctex1d1	206.888889	0	0	0	0	0	0	663	1199	0	0
Nabp1	206.777778	0	0	74	77	738	432	164	153	223	0
Tnrc6c	206.333333	0	0	0	0	980	695	86	96	0	0
Cers6	206.333333	0	0	186	124	879	668	0	0	0	0
Alg1	206.333333	0	0	0	0	950	678	108	0	121	0
Zfp62	205.888889	0	0	0	0	653	448	162	287	303	0
Depdc1a	205.222222	0	0	0	0	988	577	87	0	195	0
Metap1d	204.666667	0	0	0	0	1054	788	0	0	0	0
Max	204.444444	0	0	0	115	599	479	0	255	392	0
Il2ra	204.333333	0	0	0	0	111	150	0	871	707	0
Vps54	204.000000	0	219	0	131	0	0	493	993	0	0
Rab3gap2	203.444444	0	0	0	0	1011	820	0	0	0	0
Calr	203.444444	0	0	0	0	892	709	125	0	105	0
Mphosph9	202.666667	0	123	191	228	229	0	178	386	489	0
2810006K23Rik	202.666667	0	123	191	228	229	0	178	386	489	0
Ubap2l	202.555556	0	0	0	0	1061	762	0	0	0	0
4933434E20Rik	202.555556	0	0	0	0	1061	762	0	0	0	0
Akap10	202.111111	0	0	0	0	833	571	0	136	279	0
Oas1a	202.000000	0	1278	189	351	0	0	0	0	0	0
Slc7a2	201.777778	0	646	530	640	0	0	0	0	0	0
Stk4	201.666667	0	0	0	0	955	684	0	0	176	0
Vps50	201.333333	0	0	0	0	763	654	0	162	233	0
Stx4a	201.333333	289	0	0	102	795	537	89	0	0	0
Mfsd5	200.555556	0	0	0	0	1045	621	139	0	0	0
Lilr4b	200.555556	0	617	0	148	701	0	0	339	0	0
Ubxn4	200.111111	0	0	0	0	807	565	147	111	171	0
Gclm	200.000000	0	0	0	0	837	0	264	294	405	0
Tdg	199.111111	0	0	0	0	1026	683	83	0	0	0
Hcar2	198.888889	0	695	394	701	0	0	0	0	0	0
Lsm4	198.111111	0	121	0	0	606	421	136	207	292	0
Nsun4	197.555556	0	799	210	279	120	0	0	203	167	0
Usp31	197.444444	0	0	0	0	756	341	85	176	419	0
Tmem50a	197.111111	0	0	0	165	262	0	0	452	895	0
Prr13	197.111111	0	0	0	0	205	0	154	1415	0	0
Cetn3	197.000000	0	0	0	0	911	747	0	0	115	0
Rab24	196.888889	0	0	0	0	938	834	0	0	0	0
Prelid1	196.888889	0	0	0	0	938	834	0	0	0	0
Gaa	196.777778	0	0	0	0	984	644	0	143	0	0
Cops7a	196.777778	0	0	0	0	730	461	215	133	232	0
Nsmce1	196.555556	0	0	0	0	331	0	0	1204	234	0
Espl1	196.333333	0	0	0	0	682	580	156	154	195	0
Nrd1	196.111111	0	0	0	0	804	749	0	107	105	0
Aifm3	195.666667	0	1605	0	156	0	0	0	0	0	0
Epas1	195.222222	0	265	136	228	249	0	211	246	422	0
Zc3h4	195.111111	0	0	0	84	1029	643	0	0	0	0
Zfp507	194.888889	0	0	0	0	828	643	169	0	114	0
Spx	194.888889	0	0	0	0	234	0	0	1307	213	0
Uvrag	194.333333	0	0	0	0	710	821	102	116	0	0
Mlx	194.333333	0	0	0	0	1042	707	0	0	0	0
Trappc6a	193.777778	0	0	0	0	867	588	0	166	123	0
Bloc1s3	193.777778	0	0	0	0	867	588	0	166	123	0
Tmem19	193.555556	0	0	0	0	941	619	0	182	0	0
Surf6	193.555556	0	0	0	265	645	0	0	367	465	0
6430548M08Rik	193.555556	0	0	0	0	911	708	123	0	0	0
Depdc1b	193.222222	0	0	0	108	1042	589	0	0	0	0
Tsc1	193.000000	0	0	214	292	640	301	93	0	197	0
Msantd4	193.000000	0	0	0	0	868	777	0	0	92	0
Stt3a	192.666667	0	0	0	82	776	493	0	130	253	0
Plec	192.666667	0	381	325	398	417	213	0	0	0	0
Ppfibp2	192.444444	0	0	192	449	358	0	0	387	346	0
Orc4	192.444444	0	0	0	0	1072	660	0	0	0	0
Mbd5	192.444444	0	0	0	0	1072	660	0	0	0	0
Gbp2	192.222222	0	0	0	120	807	0	341	462	0	0
Ubap2	192.111111	0	0	0	0	863	614	82	0	170	0
Il18rap	192.111111	0	761	0	0	458	0	0	510	0	0
Rfesd	191.777778	0	0	0	117	761	672	0	0	176	0
Rbm19	191.777778	0	0	0	0	891	731	0	0	104	0
Taf3	191.666667	918	326	0	0	167	0	0	110	204	0
U2surp	191.444444	0	238	0	0	482	251	223	164	365	0
Rbm15	191.111111	0	255	0	87	522	443	0	245	168	0
Shpk	191.000000	0	0	0	0	970	569	111	0	69	0
Krr1	191.000000	0	141	174	127	274	160	0	321	522	0
Ctns	191.000000	0	0	0	0	970	569	111	0	69	0
Ep300	190.888889	0	346	221	356	327	0	0	124	344	0
Galt	190.111111	0	0	0	0	870	841	0	0	0	0
Dyrk1a	190.111111	0	0	0	0	865	846	0	0	0	0
Atp6v0e	190.111111	0	0	0	0	865	757	0	0	89	0
Ctsd	190.000000	0	0	0	0	1028	682	0	0	0	0
Sec11c	189.888889	0	0	0	0	814	504	0	0	391	0
Vps8	189.777778	0	0	0	0	987	721	0	0	0	0
Bbs12	189.777778	0	0	0	0	455	0	0	1144	109	0
Tars	189.444444	0	301	0	125	579	201	0	229	270	0
Sugct	189.222222	0	0	187	0	599	143	0	476	298	0
Khsrp	188.888889	0	109	0	0	733	557	0	147	154	0
Wdr62	188.444444	0	0	0	94	961	641	0	0	0	0
Derl1	188.444444	0	0	0	0	916	528	0	0	252	0
Fbh1	187.444444	0	0	0	0	839	776	0	0	72	0
Ankrd16	187.444444	0	0	0	0	839	776	0	0	72	0
Nf2	187.333333	0	800	195	181	86	0	0	217	207	0
Slc25a32	187.111111	0	0	0	0	768	549	158	111	98	0
Rpl27	187.111111	0	0	0	146	289	96	174	443	536	0
Dcaf13	187.111111	0	0	0	0	768	549	158	111	98	0
Hmox1	186.333333	0	0	0	0	992	556	129	0	0	0
Sc5d	186.222222	0	0	0	0	976	600	0	0	100	0
Wwp2	185.888889	0	0	0	0	948	616	109	0	0	0
Serpinb6a	185.000000	0	0	0	0	601	0	156	440	468	0
Ripk1	185.000000	0	0	0	0	601	0	156	440	468	0
Ccl6	184.777778	0	390	365	908	0	0	0	0	0	0
Eif2s1	184.555556	0	0	0	146	707	486	0	106	216	0
Atp6v1d	184.555556	0	0	0	146	707	486	0	106	216	0
Zfp26	184.333333	0	419	167	166	158	0	113	354	282	0
Wdr70	183.888889	0	174	0	0	248	0	168	545	520	0
Nuf2	183.888889	0	130	235	276	246	87	134	169	378	0
Faf1	183.777778	0	0	0	0	833	558	117	0	146	0
Ppp1r16b	183.555556	0	0	0	0	654	0	0	634	364	0
Otud1	183.555556	0	0	0	0	959	606	0	0	87	0
Plekhg1	183.222222	0	218	592	839	0	0	0	0	0	0
Tmppe	183.111111	0	0	0	0	986	662	0	0	0	0
Usp5	182.888889	0	0	0	0	108	0	0	648	890	0
Wwox	182.777778	0	0	544	682	102	0	0	102	215	0
Ptp4a3	182.444444	0	0	0	0	922	720	0	0	0	0
Ccar1	182.222222	0	0	237	0	671	575	0	0	157	0
Ikzf4	181.888889	0	0	0	0	725	0	157	291	464	0
Ahcyl2	181.888889	0	0	0	0	466	468	0	434	269	0
Tmem268	181.777778	0	0	556	1080	0	0	0	0	0	0
Lcp2	181.555556	0	822	128	247	229	0	0	208	0	0
Rtn4	181.444444	0	595	214	451	128	0	0	96	149	0
Phc2	181.222222	0	0	0	0	1059	572	0	0	0	0
Nfxl1	181.222222	0	0	201	254	168	0	204	432	372	0
Ubtd1	181.111111	0	0	0	0	1103	527	0	0	0	0
Mms19	181.111111	0	0	0	0	1103	527	0	0	0	0
Chmp5	180.888889	0	355	151	187	125	0	0	314	496	0
Bag1	180.888889	0	355	151	187	125	0	0	314	496	0
Septin2	180.444444	0	0	0	102	840	475	0	0	207	0
Reep3	180.444444	0	589	353	529	153	0	0	0	0	0
Hdlbp	180.444444	0	0	0	102	840	475	0	0	207	0
Epg5	180.444444	0	0	0	0	850	530	0	0	244	0
Tbcel	180.222222	0	0	0	0	871	566	185	0	0	0
Sfi1	180.111111	0	0	0	159	104	0	0	588	770	0
Tbc1d5	179.666667	0	0	0	0	970	513	0	0	134	0
Arhgap45	179.444444	0	0	0	0	798	817	0	0	0	0
Vps16	179.111111	0	0	0	111	761	377	156	85	122	0
Pdcd6ip	179.111111	0	0	0	0	966	646	0	0	0	0
Pced1a	179.111111	0	0	0	111	761	377	156	85	122	0
9430015G10Rik	179.000000	0	0	0	0	149	0	0	482	980	0
Nbn	178.666667	0	122	183	165	411	0	0	253	474	0
Adam10	178.555556	0	0	0	0	813	698	0	0	96	0
Tbccd1	178.444444	0	0	0	0	663	633	0	107	203	0
Sae1	178.444444	0	0	0	0	921	685	0	0	0	0
Dnajb11	178.444444	0	0	0	0	663	633	0	107	203	0
Arg1	177.888889	0	798	257	432	0	0	0	114	0	0
Mrpl44	177.666667	0	0	210	283	364	0	125	149	468	0
Srp54c	177.444444	0	156	233	228	184	0	113	188	495	0
Srp54b	177.444444	0	156	233	228	184	0	113	188	495	0
Smyd4	177.444444	0	0	0	0	785	648	0	0	164	0
Rpa1	177.444444	0	0	0	0	785	648	0	0	164	0
Egln2	177.333333	0	191	0	0	613	296	103	393	0	0
Asxl2	177.333333	0	0	0	0	823	552	0	105	116	0
Pip5k1a	176.555556	0	0	0	0	883	706	0	0	0	0
Osbpl9	176.333333	0	312	283	435	0	0	0	459	98	0
Atf6b	175.888889	0	0	0	0	854	560	0	0	169	0
Mysm1	175.555556	0	675	0	332	278	0	0	108	187	0
Zc3h11a	175.444444	0	0	0	0	582	340	141	181	335	0
Zbed6	175.444444	0	0	0	0	582	340	141	181	335	0
Slc25a46	175.000000	0	0	0	0	995	451	0	0	129	0
Taf6l	174.888889	0	0	0	0	816	758	0	0	0	0
Arid1a	174.888889	0	0	400	698	207	0	0	119	150	0
Lilrb4a	174.666667	0	525	0	323	457	0	0	267	0	0
Tbc1d32	174.000000	0	0	0	0	672	0	263	363	268	0
Pard6a	174.000000	0	0	0	0	881	585	0	100	0	0
Acd	174.000000	0	0	0	0	881	585	0	100	0	0
Utp18	173.777778	188	0	0	0	656	534	0	0	186	0
Mbtd1	173.777778	188	0	0	0	656	534	0	0	186	0
Cd96	173.555556	0	0	0	0	223	0	0	747	592	0
Arfgef2	173.555556	0	0	0	0	985	577	0	0	0	0
Lactb2	173.111111	0	0	0	0	744	558	0	97	159	0
Ttk	172.555556	0	0	0	0	795	654	0	0	104	0
Relb	172.444444	0	0	0	0	935	617	0	0	0	0
Rabep1	172.333333	0	0	0	0	964	587	0	0	0	0
G6pc3	172.000000	0	0	0	130	713	441	264	0	0	0
Trim12a	171.777778	0	0	0	0	85	0	390	962	109	0
Cacul1	171.555556	0	0	0	0	792	659	0	0	93	0
Naglu	171.222222	0	0	0	0	836	621	84	0	0	0
Tmem229b	171.000000	0	373	0	162	195	0	0	439	370	0
Cdca3	170.888889	0	0	0	0	0	0	0	648	890	0
Wdr27	170.555556	0	180	309	204	275	0	119	201	247	0
1600012H06Rik	170.555556	0	180	309	204	275	0	119	201	247	0
Lmnb1	170.222222	0	0	0	0	792	398	111	100	131	0
Rgs1	170.111111	0	203	0	203	367	166	0	592	0	0
9130019O22Rik	170.111111	0	0	0	0	910	621	0	0	0	0
Zfp609	169.888889	0	275	292	598	0	0	0	364	0	0
Cfdp1	169.888889	0	0	0	0	897	417	0	0	215	0
Htra2	169.555556	0	0	0	136	459	170	150	206	405	0
Arl6ip1	169.555556	0	577	0	140	273	180	0	131	225	0
Txnip	169.444444	0	0	0	204	523	360	82	178	178	0
Ndfip1	169.222222	0	0	0	0	213	0	0	770	540	0
Intu	168.555556	0	0	0	0	1003	514	0	0	0	0
Hagh	168.333333	0	818	0	115	352	230	0	0	0	0
Rffl	168.222222	0	1202	162	150	0	0	0	0	0	0
Clec7a	168.111111	0	816	337	360	0	0	0	0	0	0
Sik3	168.000000	0	0	0	0	865	647	0	0	0	0
Ptbp1	167.888889	0	0	0	0	804	555	152	0	0	0
Arl8b	167.666667	0	526	0	0	464	366	0	0	153	0
Top3b	167.333333	0	273	169	386	176	0	100	178	224	0
Chmp4b	167.111111	0	169	0	0	154	0	0	669	512	0
Slc9a1	166.777778	0	140	185	283	366	0	130	181	216	0
Gtf2ird2	166.666667	0	0	0	0	634	760	0	0	106	0
Gpr35	166.666667	0	1500	0	0	0	0	0	0	0	0
Selenoh	166.444444	0	0	0	0	845	584	0	0	69	0
Immt	166.333333	0	0	0	0	659	642	0	0	196	0
Dnajc16	166.111111	0	0	0	0	619	362	125	149	240	0
Cyth3	165.888889	0	0	0	0	934	559	0	0	0	0
Tnfaip1	165.666667	0	595	0	0	347	0	0	253	296	0
Ift20	165.666667	0	595	0	0	347	0	0	253	296	0
Zfp729b	165.555556	0	204	138	252	169	0	0	274	453	0
Mocos	165.444444	0	455	271	763	0	0	0	0	0	0
Borcs5	165.111111	0	1028	191	267	0	0	0	0	0	0
Mcrip1	165.000000	0	0	0	0	948	537	0	0	0	0
Zpbp	164.888889	0	0	0	0	711	510	0	142	121	0
Ybx2	164.333333	0	0	0	0	899	580	0	0	0	0
Dhrs9	164.111111	0	126	131	316	398	0	0	235	271	0
Mff	164.000000	0	0	0	0	718	363	0	143	252	0
Slc26a2	163.888889	0	0	0	0	850	541	0	0	84	0
Parp2	163.888889	0	0	0	118	391	451	111	163	241	0
Tent5c	163.666667	0	0	0	163	569	0	0	221	520	0
Kidins220	163.555556	0	0	0	0	844	628	0	0	0	0
Tbc1d15	163.333333	0	0	0	0	673	313	0	203	281	0
Scaper	163.333333	0	0	0	0	904	566	0	0	0	0
Calcoco1	163.333333	0	0	0	0	128	0	0	555	787	0
Sgta	162.666667	0	0	0	0	803	411	117	133	0	0
Mafg	162.666667	0	0	0	0	844	620	0	0	0	0
Zfp790	162.444444	0	341	0	290	301	0	0	291	239	0
B3gntl1	162.444444	0	0	0	0	758	490	117	0	97	0
Orai1	162.333333	250	0	0	0	371	0	140	335	365	0
Opa1	162.333333	0	0	204	307	329	0	118	157	346	0
Atf1	162.333333	0	0	0	0	856	605	0	0	0	0
Pnpo	162.000000	0	0	0	0	847	611	0	0	0	0
Atp6v0a1	161.777778	0	410	374	534	138	0	0	0	0	0
Cry1	161.333333	0	0	0	0	669	406	283	0	94	0
Zbtb8os	160.888889	0	0	84	0	847	352	0	0	165	0
Rbbp4	160.888889	0	0	84	0	847	352	0	0	165	0
Gcat	160.666667	0	0	0	0	911	535	0	0	0	0
Cwf19l2	160.555556	0	542	248	399	0	0	0	256	0	0
Trappc2l	160.111111	0	0	0	0	709	533	92	0	107	0
Galns	160.111111	0	0	0	0	709	533	92	0	107	0
Ltc4s	160.000000	0	944	211	285	0	0	0	0	0	0
Aatf	160.000000	0	0	0	0	867	449	0	0	124	0
Capn10	159.888889	0	0	0	0	648	599	90	0	102	0
Gdpgp1	159.777778	0	0	0	0	883	555	0	0	0	0
Cib1	159.777778	0	0	0	0	883	555	0	0	0	0
Cul5	159.444444	0	0	0	0	732	595	0	0	108	0
Sub1	159.222222	0	0	0	0	724	521	0	0	188	0
Lsm8	159.222222	0	160	0	0	459	0	0	629	185	0
Ric1	159.111111	0	0	0	0	771	661	0	0	0	0
Pik3cg	158.888889	0	1093	0	136	0	0	0	201	0	0
Spatc1l	158.555556	0	0	0	0	78	0	0	1175	174	0
Zfp944	158.333333	0	0	0	0	817	608	0	0	0	0
Zfp758	158.333333	0	0	0	0	817	608	0	0	0	0
Skap2	158.222222	0	0	0	120	649	314	0	90	251	0
Rps14	158.222222	0	246	0	185	161	0	0	329	503	0
Synrg	157.444444	0	0	0	0	919	498	0	0	0	0
Mrpl30	157.444444	0	123	173	187	240	0	114	218	362	0
Mitd1	157.444444	0	123	173	187	240	0	114	218	362	0
Tor1aip1	156.444444	0	718	247	205	0	0	0	0	238	0
Kdm3a	155.666667	0	0	272	406	161	108	0	140	314	0
Tefm	155.444444	0	213	102	122	125	0	0	382	455	0
Tbk1	155.444444	0	0	0	0	955	444	0	0	0	0
Mrpl2	155.444444	0	0	0	0	746	409	0	113	131	0
Klc4	155.444444	0	0	0	0	746	409	0	113	131	0
Gbp9	155.444444	0	237	194	493	199	0	0	162	114	0
Sbno1	155.111111	0	0	98	122	756	420	0	0	0	0
Junb	155.111111	0	299	154	138	229	130	84	168	194	0
Rpl3	154.444444	0	0	0	134	428	384	125	137	182	0
Xpnpep3	154.000000	0	0	0	0	644	561	0	0	181	0
Stag3	154.000000	0	0	0	0	830	556	0	0	0	0
St13	154.000000	0	0	0	0	644	561	0	0	181	0
Gpc2	154.000000	0	0	0	0	830	556	0	0	0	0
Cnpy3	154.000000	0	273	0	0	322	313	0	255	223	0
Washc5	153.666667	0	0	0	0	979	404	0	0	0	0
Nsmce2	153.666667	0	0	0	0	979	404	0	0	0	0
Tut4	153.555556	0	0	0	0	450	0	0	604	328	0
Tmed2	153.444444	0	0	0	0	500	416	0	144	321	0
Nsd3	153.222222	0	92	0	0	490	280	0	425	92	0
Rin3	153.111111	0	1242	0	136	0	0	0	0	0	0
Ddx20	153.111111	0	152	0	193	138	0	150	351	394	0
Hscb	152.888889	0	213	291	517	0	0	0	143	212	0
Chek2	152.888889	0	213	291	517	0	0	0	143	212	0
Rnf146	152.444444	0	0	0	0	771	601	0	0	0	0
Prpf38a	152.444444	0	0	0	0	542	0	0	486	344	0
Orc1	152.444444	0	0	0	0	542	0	0	486	344	0
Tmem258	152.333333	0	0	0	0	657	220	0	145	349	0
Nop14	152.333333	0	156	0	118	183	120	0	359	435	0
Grk4	152.333333	0	156	0	118	183	120	0	359	435	0
Fen1	152.333333	0	0	0	0	657	220	0	145	349	0
D17H6S53E	152.333333	974	397	0	0	0	0	0	0	0	0
Kbtbd7	152.222222	0	0	0	0	266	63	171	332	538	0
Kat5	152.222222	0	0	0	0	797	397	0	0	176	0
Slc25a33	152.111111	0	0	0	0	744	625	0	0	0	0
H4f16	152.111111	0	836	0	0	313	220	0	0	0	0
Mcm2	151.888889	0	0	0	0	821	419	0	127	0	0
Fam227b	151.888889	0	135	0	0	390	0	134	356	352	0
Esyt1	151.888889	0	0	334	460	154	300	0	0	119	0
Dtwd1	151.888889	0	135	0	0	390	0	134	356	352	0
Atic	151.777778	0	0	0	0	780	500	0	0	86	0
Rab11fip1	151.444444	0	0	0	131	756	476	0	0	0	0
Nagk	151.444444	0	127	95	170	605	258	0	108	0	0
Eml4	151.444444	0	0	0	0	709	534	0	0	120	0
Atf7ip	151.333333	0	0	0	71	585	322	0	150	234	0
Ndufb5	151.222222	0	0	96	171	127	0	0	350	617	0
Mrpl47	151.222222	0	0	96	171	127	0	0	350	617	0
Mrpl45	151.222222	0	434	0	174	354	252	0	0	147	0
Cox7a2	151.222222	0	143	128	195	315	0	101	233	246	0
Bptf	151.222222	0	0	0	0	987	374	0	0	0	0
Scml4	151.000000	0	0	0	0	656	0	0	599	104	0
Rraga	150.888889	144	0	0	124	152	0	0	295	643	0
Il3ra	150.777778	0	0	0	0	930	427	0	0	0	0
Aars	150.777778	0	0	0	0	744	361	0	149	103	0
Il16	150.666667	0	0	0	0	240	0	0	510	606	0
Abracl	150.666667	0	0	104	262	520	328	0	0	142	0
Mief2	150.444444	0	177	0	0	689	488	0	0	0	0
Lin54	150.111111	0	0	0	0	582	289	0	209	271	0
Slmap	149.888889	0	0	0	0	317	185	0	290	557	0
Pepd	149.888889	0	0	0	0	763	586	0	0	0	0
Dlg1	149.888889	0	198	0	0	741	410	0	0	0	0
Cd200r1	149.777778	0	0	0	0	252	0	0	1096	0	0
Slfn8	149.666667	0	617	0	0	121	0	0	365	244	0
Pcgf5	149.666667	0	0	0	0	0	0	465	882	0	0
Vac14	149.333333	0	0	0	0	860	379	105	0	0	0
Pdcd2l	149.333333	0	0	0	0	722	510	0	0	112	0
Tex264	149.000000	0	0	0	0	246	0	214	462	419	0
Mul1	148.888889	0	0	0	0	821	405	0	0	114	0
Atp6v0c	148.888889	0	0	0	0	872	468	0	0	0	0
Tmem222	148.666667	0	0	0	0	486	501	0	107	244	0
Yaf2	148.555556	0	0	0	0	814	523	0	0	0	0
Mrpl27	148.444444	0	0	0	0	648	421	0	0	267	0
Eme1	148.444444	0	0	0	0	648	421	0	0	267	0
Gusb	148.222222	0	439	175	183	209	219	0	0	109	0
Bhlhe40	147.777778	0	0	295	294	292	243	0	0	206	0
Odf2	147.666667	0	0	0	0	739	590	0	0	0	0
Ciao2b	147.555556	0	175	97	112	357	0	0	304	283	0
Ccdc126	147.444444	0	0	0	0	429	279	167	137	315	0
Trappc8	147.222222	0	0	0	0	709	526	0	0	90	0
Prrc2c	147.222222	0	0	0	0	696	452	0	0	177	0
Il2rb	147.222222	0	0	0	0	376	0	90	454	405	0
Pank3	147.000000	0	0	0	0	494	444	0	184	201	0
Hacd3	147.000000	0	0	0	0	854	469	0	0	0	0
Yars	146.555556	0	116	140	193	208	0	0	258	404	0
Tmem131	146.555556	0	0	0	0	715	437	0	0	167	0
S100pbp	146.555556	0	116	140	193	208	0	0	258	404	0
Mapk14	146.444444	0	513	0	194	261	0	87	102	161	0
Nrg1	146.333333	0	1213	0	104	0	0	0	0	0	0
Cpeb4	146.333333	0	0	0	0	717	351	0	134	115	0
Rhno1	146.222222	0	0	0	0	995	321	0	0	0	0
Gm3448	146.222222	0	0	0	0	259	86	222	221	528	0
Gm3417	146.222222	0	0	0	0	259	86	222	221	528	0
Foxm1	146.222222	0	0	0	0	995	321	0	0	0	0
Tom1l2	145.888889	0	0	0	0	799	514	0	0	0	0
Drc3	145.888889	0	0	0	0	799	514	0	0	0	0
Zscan22	145.777778	0	0	0	0	201	208	0	342	561	0
Vps26c	145.555556	0	0	0	0	668	328	79	107	128	0
Otud3	145.555556	0	0	0	0	781	529	0	0	0	0
A430005L14Rik	145.555556	0	0	0	0	790	404	0	0	116	0
Zfp658	145.333333	0	139	78	98	491	0	0	249	253	0
Ammecr1l	145.222222	0	0	0	0	670	348	0	125	164	0
Nars2	145.111111	0	251	322	300	81	144	0	130	78	0
Zfp652	144.777778	0	0	0	0	146	0	0	760	397	0
Creb3l2	144.777778	0	276	170	189	193	0	0	220	255	0
Smad5	144.444444	0	0	0	0	1300	0	0	0	0	0
Eif4b	144.444444	0	0	0	0	585	467	0	113	135	0
Klrc2	144.111111	0	0	0	0	87	0	0	762	448	0
Arap1	144.000000	0	138	0	0	613	401	69	75	0	0
