Target_genes	Stat4|Average	SRX3324130|Natural_Killer_T-Cells	SRX3324132|Natural_Killer_T-Cells	SRX3324134|Natural_Killer_T-Cells	SRX3324136|Natural_Killer_T-Cells	SRX3324138|Natural_Killer_T-Cells	SRX021624|Th1_Cells	SRX021625|Th1_Cells	SRX041279|Th1_Cells	STRING
Gzmb	146.625000	211	0	83	0	0	879	0	0	0
Fam71b	146.500000	0	0	0	0	0	1172	0	0	0
Sspn	146.250000	187	0	202	0	0	192	318	271	0
BC003965	145.375000	426	0	255	0	202	280	0	0	0
Tafa3	145.125000	0	0	0	0	0	1161	0	0	0
Mapk11	145.125000	0	0	0	0	0	1161	0	0	0
Nfkbia	145.000000	302	136	203	0	196	323	0	0	0
Anxa7	145.000000	0	0	0	0	0	1160	0	0	0
Smc4	144.750000	130	0	0	0	0	903	0	125	0
Ift80	144.750000	130	0	0	0	0	903	0	125	0
A130010J15Rik	144.500000	190	0	146	0	202	618	0	0	0
Nabp1	144.250000	366	157	230	0	109	205	87	0	0
Aebp2	144.125000	151	0	133	0	0	869	0	0	0
Ddn	143.875000	0	0	0	0	0	1151	0	0	0
Ubxn1	143.500000	197	142	183	0	0	517	109	0	0
Sp1	143.500000	245	0	172	0	106	625	0	0	0
Pdcd7	143.500000	301	0	167	0	0	680	0	0	0
Gstp3	143.250000	0	0	0	0	0	1146	0	0	0
Ubald2	142.875000	373	0	139	0	108	523	0	0	0
Nat10	142.250000	420	0	263	0	235	220	0	0	0
Cox5b	141.875000	235	125	372	0	159	244	0	0	0
Hspa5	141.625000	129	0	0	0	0	1004	0	0	0
Mt2	141.375000	0	0	0	0	0	1131	0	0	0
3830406C13Rik	141.125000	0	0	0	0	0	1129	0	0	0
Sart3	140.875000	443	0	316	0	170	198	0	0	0
Iscu	140.875000	443	0	316	0	170	198	0	0	0
Idh3a	140.875000	0	0	0	0	0	1127	0	0	0
Atp2b1	140.500000	267	0	209	0	0	648	0	0	0
Zcwpw2	140.250000	167	0	128	0	0	827	0	0	0
Dennd5a	140.250000	693	0	170	0	0	259	0	0	0
Azi2	140.250000	167	0	128	0	0	827	0	0	0
Cpeb4	140.125000	120	0	152	0	0	849	0	0	0
Gm5544	139.750000	0	0	0	0	0	1118	0	0	0
Slc25a51	139.125000	317	0	0	0	0	796	0	0	0
Pa2g4	138.750000	270	0	0	0	0	600	0	240	0
Polr2m	138.250000	302	0	0	0	0	804	0	0	0
Atg10	138.125000	264	0	188	0	0	653	0	0	0
Cenpp	137.500000	167	0	155	0	0	778	0	0	0
Bcl7a	137.375000	0	0	0	0	0	1099	0	0	0
Pan2	137.125000	410	0	0	0	0	687	0	0	0
Cd82	136.875000	621	0	0	0	0	474	0	0	0
Asf1a	136.500000	120	0	88	0	0	884	0	0	0
Ccl3	136.375000	311	0	0	0	0	780	0	0	0
Id2	136.250000	0	0	163	0	0	746	0	181	0
Pibf1	136.000000	227	0	173	0	0	688	0	0	0
Dis3	136.000000	227	0	173	0	0	688	0	0	0
Zfp457	135.875000	0	0	173	0	0	914	0	0	0
Zbtb24	135.875000	281	0	222	0	0	584	0	0	0
Ippk	135.500000	322	0	202	0	215	345	0	0	0
Tmf1	135.375000	396	0	202	0	246	239	0	0	0
Nup54	135.375000	197	0	164	0	0	722	0	0	0
Pacsin1	134.500000	0	0	0	0	0	1076	0	0	0
Kras	134.250000	0	0	0	0	0	1074	0	0	0
Mtx2	134.125000	0	0	0	0	0	1073	0	0	0
Mob4	134.000000	388	150	257	0	94	183	0	0	0
St7	133.875000	562	159	0	0	0	350	0	0	0
Gsr	133.625000	0	0	0	0	0	1069	0	0	0
Fbxw8	133.375000	217	0	173	0	0	677	0	0	0
Amz2	133.375000	388	0	0	0	0	423	0	256	0
Kbtbd7	133.250000	477	0	164	0	102	323	0	0	0
Stk11ip	133.125000	187	0	0	0	0	878	0	0	0
Magoh	132.750000	121	0	0	0	0	941	0	0	0
Ppp4c	131.875000	333	0	173	0	0	549	0	0	0
Cass4	131.750000	0	0	0	0	0	1054	0	0	0
Nme1	131.625000	418	0	222	0	202	211	0	0	0
Prr13	131.375000	182	0	0	0	0	742	0	127	0
Cd300lb	131.000000	0	0	0	0	0	1048	0	0	0
Ftl1	130.625000	76	0	142	0	107	720	0	0	0
C5ar2	130.250000	0	0	0	0	0	1042	0	0	0
Snrnp35	130.000000	255	0	107	0	0	678	0	0	0
Unkl	129.625000	195	0	0	0	0	842	0	0	0
Nup98	129.500000	355	0	278	0	0	403	0	0	0
Fgl2	129.375000	495	0	0	0	0	540	0	0	0
Snf8	129.250000	270	0	120	0	0	504	0	140	0
Cmtr1	129.250000	334	0	263	0	149	288	0	0	0
Csf1	128.875000	191	0	0	0	0	840	0	0	0
Ift27	128.750000	207	0	128	0	85	508	0	102	0
Fbxo11	128.750000	177	0	163	0	88	602	0	0	0
Wipi2	128.625000	300	0	261	0	258	210	0	0	0
Washc5	128.500000	0	0	0	0	0	1028	0	0	0
Nsmce2	128.500000	0	0	0	0	0	1028	0	0	0
Htt	128.000000	216	0	173	0	0	635	0	0	0
Ehd1	127.875000	298	0	115	0	0	610	0	0	0
Snai3	127.750000	0	0	0	0	0	1022	0	0	0
B2m	127.750000	210	261	325	0	0	226	0	0	0
Cxxc1	127.125000	452	0	183	0	0	382	0	0	0
Btg2	127.125000	288	150	283	0	296	0	0	0	0
H4c9	126.500000	233	142	142	0	0	190	305	0	0
Ahdc1	126.125000	0	0	0	0	0	1009	0	0	0
H4c4	125.875000	287	154	167	0	127	128	144	0	0
Fam71e1	125.625000	281	0	128	0	0	596	0	0	0
Emc10	125.625000	281	0	128	0	0	596	0	0	0
Slmap	125.250000	473	116	192	0	102	119	0	0	0
Mvp	125.250000	0	0	0	0	0	1002	0	0	0
Flot1	125.250000	486	0	0	0	0	399	0	117	0
Dyrk2	125.250000	0	0	0	0	0	1002	0	0	0
Snx18	125.000000	153	0	206	0	187	305	149	0	0
Mbnl1	124.875000	649	122	95	0	0	133	0	0	0
Slc35f5	124.750000	219	0	172	0	0	462	0	145	0
Birc5	124.625000	405	0	155	0	0	437	0	0	0
Armc5	124.625000	833	0	164	0	0	0	0	0	0
Hspa9	124.375000	275	0	120	0	85	515	0	0	0
Cgas	123.875000	294	0	120	0	0	577	0	0	0
Surf2	123.750000	0	0	0	0	0	990	0	0	0
Surf1	123.750000	0	0	0	0	0	990	0	0	0
Kat7	123.625000	399	254	235	0	101	0	0	0	0
Bard1	123.625000	107	0	87	0	0	795	0	0	0
Tnfrsf19	123.375000	0	0	0	0	0	987	0	0	0
Fbxo22	123.125000	0	0	0	0	0	985	0	0	0
Taf5	122.625000	156	0	0	0	0	719	0	106	0
Rars2	122.375000	103	0	137	0	0	739	0	0	0
Orc3	122.375000	103	0	137	0	0	739	0	0	0
Togaram1	122.250000	232	0	183	0	85	478	0	0	0
Klhl28	122.250000	232	0	183	0	85	478	0	0	0
Gstm4	122.250000	0	0	0	0	0	978	0	0	0
Bcl9l	122.250000	0	0	0	0	0	978	0	0	0
Slc38a7	122.125000	0	0	0	0	0	977	0	0	0
Il2rb	122.125000	250	0	0	0	0	727	0	0	0
Anapc10	122.000000	275	0	232	0	149	320	0	0	0
Abce1	122.000000	275	0	232	0	149	320	0	0	0
Max	121.875000	530	0	0	0	0	346	0	99	0
Srsf4	121.750000	118	0	137	0	139	580	0	0	0
Scaf11	121.750000	190	0	193	0	0	591	0	0	0
Tasp1	121.125000	0	0	0	0	0	969	0	0	0
Plscr1	121.125000	222	0	0	0	0	747	0	0	0
Il24	121.125000	0	0	0	0	0	875	0	94	0
H4c17	121.125000	299	183	131	0	223	0	133	0	0
Poldip3	120.875000	432	325	210	0	0	0	0	0	0
Ldha	120.875000	0	0	0	0	0	967	0	0	0
Rps16	120.750000	270	0	263	0	111	322	0	0	0
Map1lc3b	120.500000	390	0	192	0	269	113	0	0	0
Calm1	120.250000	179	215	166	0	145	257	0	0	0
AI467606	120.250000	267	0	170	0	258	267	0	0	0
Cd40lg	120.125000	0	0	0	0	0	961	0	0	0
Ddx42	120.000000	222	0	241	0	144	353	0	0	0
Ccdc47	120.000000	222	0	241	0	144	353	0	0	0
Timmdc1	119.875000	318	0	242	0	224	175	0	0	0
Rbm43	119.750000	0	0	0	0	0	958	0	0	0
Arsg	119.750000	312	0	0	0	0	646	0	0	0
Tmem43	119.625000	337	177	242	0	0	201	0	0	0
Mthfsl	119.625000	130	0	0	0	0	662	0	165	0
Chchd4	119.625000	337	177	242	0	0	201	0	0	0
Tnpo3	119.250000	370	0	263	0	0	321	0	0	0
Smim3	118.875000	141	0	0	0	0	810	0	0	0
Ndufaf3	118.875000	138	0	0	0	0	813	0	0	0
Gls	118.875000	139	0	155	0	114	543	0	0	0
Opa3	118.750000	253	0	95	0	0	602	0	0	0
Slc35e1	118.625000	234	0	266	0	0	449	0	0	0
Rps29	118.500000	173	0	212	0	120	262	0	181	0
Cluh	118.500000	167	0	72	0	0	507	0	202	0
Ubxn4	118.375000	183	0	0	0	0	764	0	0	0
Nras	118.375000	186	0	0	0	0	761	0	0	0
Fzr1	118.000000	177	0	120	0	0	647	0	0	0
Tcte3	117.875000	395	0	167	0	0	381	0	0	0
Ermard	117.875000	395	0	167	0	0	381	0	0	0
Exosc4	117.750000	285	116	264	0	139	138	0	0	0
Tor1a	117.625000	191	0	0	0	0	750	0	0	0
Crocc	117.500000	139	0	0	0	170	631	0	0	0
Tshz1	117.250000	0	0	0	0	0	938	0	0	0
Qk	117.250000	0	0	0	0	0	938	0	0	0
Lax1	117.250000	260	0	0	0	0	678	0	0	0
Tnfaip3	117.000000	234	0	325	0	140	237	0	0	0
Thumpd3	116.750000	319	0	284	0	139	192	0	0	0
Irgm1	116.500000	327	0	0	0	0	605	0	0	0
Rnaseh2a	116.250000	238	0	0	0	0	562	0	130	0
Trim12a	116.000000	546	116	150	0	0	116	0	0	0
Tm9sf1	116.000000	0	0	0	0	0	780	0	148	0
Sult2b1	116.000000	291	0	0	0	0	637	0	0	0
Spg11	116.000000	277	100	242	0	0	309	0	0	0
D16Ertd472e	115.875000	459	0	172	0	0	296	0	0	0
Gtf3a	115.750000	217	0	338	0	0	289	0	82	0
Elp5	115.500000	0	0	0	0	0	924	0	0	0
Ctdnep1	115.500000	0	0	0	0	0	924	0	0	0
Gpatch2l	115.250000	197	0	183	0	149	393	0	0	0
Zfp84	115.000000	130	0	88	0	0	702	0	0	0
Riok1	115.000000	160	0	202	0	130	333	95	0	0
Cage1	115.000000	160	0	202	0	130	333	95	0	0
Slc66a2	114.750000	0	0	120	0	0	798	0	0	0
Pitpnb	114.750000	269	0	146	0	85	418	0	0	0
Cpt2	114.750000	187	0	316	0	0	415	0	0	0
Gm9949	114.500000	243	0	192	0	0	481	0	0	0
Adrb2	114.500000	243	0	192	0	0	481	0	0	0
Stk19	114.250000	217	0	103	0	0	594	0	0	0
Sec61a1	114.250000	294	0	242	0	85	293	0	0	0
Dxo	114.250000	217	0	103	0	0	594	0	0	0
Pcyt1a	114.125000	385	0	128	0	0	400	0	0	0
Pcna	114.125000	167	108	128	0	0	510	0	0	0
Ngdn	114.125000	303	0	149	0	111	350	0	0	0
Ctnnb1	114.125000	292	150	186	0	148	137	0	0	0
Zfp330	114.000000	259	0	183	0	0	470	0	0	0
Pigt	114.000000	139	0	155	0	0	618	0	0	0
Ccnl1	113.875000	155	0	106	0	140	510	0	0	0
Nomo1	113.750000	292	0	252	0	366	0	0	0	0
Mtfr2	113.625000	238	0	184	0	0	360	0	127	0
Map3k8	113.375000	0	0	0	0	0	907	0	0	0
Abcf1	113.375000	130	0	212	0	0	565	0	0	0
Mok	113.125000	680	225	0	0	0	0	0	0	0
Dennd4a	112.875000	425	140	125	0	80	133	0	0	0
Zbtb33	112.625000	0	0	0	0	0	901	0	0	0
Zfpl1	112.500000	337	0	183	0	180	200	0	0	0
Htra2	112.500000	270	0	263	0	154	213	0	0	0
Cdca5	112.500000	337	0	183	0	180	200	0	0	0
Aup1	112.500000	270	0	263	0	154	213	0	0	0
Stk26	112.375000	0	0	0	0	0	899	0	0	0
Leng8	111.750000	278	0	155	0	258	203	0	0	0
Brd2	111.750000	0	0	0	0	0	894	0	0	0
Abhd17b	111.750000	298	0	84	0	0	512	0	0	0
1110059E24Rik	111.750000	298	0	84	0	0	512	0	0	0
Nek11	111.625000	0	0	0	0	0	893	0	0	0
Hexim1	111.625000	240	177	341	0	135	0	0	0	0
Atad1	111.625000	0	0	0	0	0	893	0	0	0
Aste1	111.625000	0	0	0	0	0	893	0	0	0
Rbm45	111.125000	177	0	0	0	0	712	0	0	0
Atp6v0b	111.125000	0	0	0	0	0	889	0	0	0
Il31	111.000000	0	0	0	0	0	888	0	0	0
Foxa1	110.875000	0	0	0	0	0	887	0	0	0
Cst7	110.625000	335	0	0	0	0	550	0	0	0
Gpr132	110.500000	0	0	0	0	0	884	0	0	0
Txnl4b	110.375000	296	0	212	0	180	195	0	0	0
Kdm5a	110.375000	130	0	88	0	0	665	0	0	0
Dhx38	110.375000	296	0	212	0	180	195	0	0	0
Tspo	110.250000	197	0	0	0	0	685	0	0	0
Elf2	110.250000	333	0	173	0	0	376	0	0	0
Bin3	110.250000	0	0	137	0	0	745	0	0	0
Mfng	110.125000	0	0	0	0	0	881	0	0	0
Ikzf3	110.125000	245	0	0	0	0	636	0	0	0
Pdia6	110.000000	0	0	0	0	0	880	0	0	0
Pld3	109.625000	0	0	0	0	0	877	0	0	0
2310022A10Rik	109.625000	0	0	0	0	0	877	0	0	0
Nbr1	109.250000	191	0	0	0	0	683	0	0	0
Brca1	109.250000	191	0	0	0	0	683	0	0	0
Jun	109.000000	100	130	180	0	115	347	0	0	0
Cnpy3	109.000000	127	0	0	0	94	651	0	0	0
H1f4	108.750000	255	260	206	0	149	0	0	0	0
Rpl3	108.500000	363	139	231	0	0	135	0	0	0
Actb	108.500000	264	156	207	0	123	118	0	0	0
Dbnl	108.250000	211	0	338	0	213	104	0	0	0
Entpd4b	108.125000	0	0	133	0	0	732	0	0	0
Entpd4	108.125000	0	0	133	0	0	732	0	0	0
Sesn2	107.875000	166	0	155	0	201	341	0	0	0
Rangap1	107.875000	214	0	212	0	170	267	0	0	0
Nelfb	107.750000	0	0	0	0	0	862	0	0	0
Psen1	107.500000	121	0	0	0	0	739	0	0	0
Zfp87	107.250000	148	0	0	0	0	710	0	0	0
Fam76a	107.000000	139	0	120	0	0	597	0	0	0
Rgcc	106.875000	112	0	0	0	139	604	0	0	0
Ppp1r10	106.875000	128	161	197	0	0	369	0	0	0
Mrps18b	106.875000	128	161	197	0	0	369	0	0	0
Tut1	106.500000	167	0	0	0	0	685	0	0	0
Arl8b	106.500000	286	0	192	0	234	140	0	0	0
Smad6	106.250000	0	0	0	0	0	850	0	0	0
Eif4a1	106.000000	440	0	145	0	131	132	0	0	0
Rabgef1	105.875000	353	0	183	0	149	162	0	0	0
Nup133	105.750000	360	0	173	0	159	154	0	0	0
Arhgap27	105.750000	0	0	0	0	0	846	0	0	0
Cops3	105.500000	0	0	0	0	0	844	0	0	0
Lrig2	104.375000	121	0	120	0	0	594	0	0	0
Tmem87b	104.125000	0	0	0	0	0	833	0	0	0
Plekhg2	104.125000	0	0	115	0	0	718	0	0	0
Morc3	104.125000	248	150	183	0	120	132	0	0	0
Dixdc1	104.125000	0	0	0	0	0	833	0	0	0
Lysmd3	103.875000	205	0	219	0	111	296	0	0	0
E2f7	103.750000	0	0	0	0	0	830	0	0	0
Tmem35b	103.500000	0	0	0	0	0	719	0	109	0
Tax1bp1	103.250000	206	0	305	0	246	69	0	0	0
Arpc2	103.250000	252	0	361	0	213	0	0	0	0
Rbfa	103.125000	177	0	164	0	0	484	0	0	0
Rabgap1l	103.125000	324	0	0	0	0	501	0	0	0
H4c14	103.125000	225	168	211	0	94	127	0	0	0
Zfp1	103.000000	425	0	0	0	0	399	0	0	0
Psmf1	103.000000	0	0	0	0	0	824	0	0	0
Spty2d1	102.875000	199	0	103	0	77	444	0	0	0
Cstad	102.875000	0	0	0	0	0	701	0	122	0
Cyb561d1	102.750000	0	0	0	0	0	822	0	0	0
Psma2	102.500000	241	0	242	0	139	198	0	0	0
Mrpl32	102.500000	241	0	242	0	139	198	0	0	0
Irs2	102.500000	70	0	0	0	0	750	0	0	0
Mthfs	102.375000	0	0	0	0	0	664	0	155	0
Bet1	102.375000	238	0	128	0	0	453	0	0	0
Wdr45b	102.250000	279	0	278	0	139	122	0	0	0
Plek	102.125000	220	0	92	0	0	505	0	0	0
Dgkz	102.125000	0	0	80	0	0	737	0	0	0
Dnajb5	102.000000	139	0	0	0	0	677	0	0	0
Ugdh	101.625000	0	0	0	0	0	813	0	0	0
Fam241a	101.625000	0	0	0	0	0	813	0	0	0
Arhgap30	101.625000	155	0	135	0	0	523	0	0	0
Prr5l	101.375000	225	0	0	0	0	586	0	0	0
Tcf4	101.250000	226	215	183	0	0	186	0	0	0
Atf6	101.250000	227	0	0	0	0	583	0	0	0
Zfp574	101.125000	365	0	164	0	130	150	0	0	0
Hectd2	100.875000	0	0	0	0	0	807	0	0	0
Ndufa10	100.625000	317	0	242	0	246	0	0	0	0
Lin54	100.500000	177	0	136	0	0	491	0	0	0
Cdk19	100.500000	253	0	120	123	0	308	0	0	0
Wdhd1	100.375000	207	0	146	0	0	450	0	0	0
Socs4	100.375000	207	0	146	0	0	450	0	0	0
Snx10	100.375000	271	0	0	0	0	532	0	0	0
B9d2	100.250000	0	0	0	0	0	802	0	0	0
Mrpl49	100.125000	346	0	173	0	111	171	0	0	0
Fau	100.125000	346	0	173	0	111	171	0	0	0
Birc3	100.125000	345	0	188	0	0	268	0	0	0
Prrc2a	99.875000	172	0	159	0	0	468	0	0	0
H3c13	99.000000	342	231	119	0	100	0	0	0	0
H2bc18	99.000000	342	231	119	0	100	0	0	0	0
Cherp	99.000000	352	0	155	0	130	155	0	0	0
Zfp142	98.875000	177	0	137	0	0	477	0	0	0
Mnt	98.875000	103	0	0	0	0	688	0	0	0
Creb3l2	98.875000	199	0	173	0	0	419	0	0	0
Bcs1l	98.875000	177	0	137	0	0	477	0	0	0
Relb	98.750000	155	0	105	0	0	530	0	0	0
Man1b1	98.750000	217	0	202	0	213	158	0	0	0
H4c18	98.750000	253	159	189	0	189	0	0	0	0
Clpp	98.625000	259	0	232	0	0	298	0	0	0
Atp5d	98.625000	111	0	0	0	0	678	0	0	0
Ppil4	98.375000	303	187	155	0	0	142	0	0	0
Grpel2	98.375000	238	0	164	0	0	385	0	0	0
Uhrf1bp1l	98.250000	0	0	0	0	0	786	0	0	0
Pilrb1	98.250000	0	0	0	0	0	786	0	0	0
Rad9b	98.125000	258	0	112	0	85	330	0	0	0
Tet3	98.000000	0	0	0	0	0	784	0	0	0
Snap29	98.000000	195	0	146	0	149	294	0	0	0
Pi4ka	98.000000	195	0	146	0	149	294	0	0	0
Gpr61	98.000000	0	0	0	0	0	784	0	0	0
Zfp456	97.875000	307	0	0	0	0	476	0	0	0
Dctpp1	97.875000	281	0	128	96	170	108	0	0	0
Asap3	97.750000	0	0	0	0	0	782	0	0	0
Alg14	97.750000	217	0	212	0	0	353	0	0	0
Phb2	97.625000	268	0	212	0	180	121	0	0	0
P2ry14	97.625000	421	173	0	0	0	187	0	0	0
Emg1	97.625000	268	0	212	0	180	121	0	0	0
Prr14l	97.250000	227	0	212	0	139	200	0	0	0
Ndufb5	97.250000	354	0	192	0	159	73	0	0	0
Mrpl47	97.250000	354	0	192	0	159	73	0	0	0
Rb1cc1	97.125000	0	0	0	0	0	777	0	0	0
Diaph1	97.125000	139	0	164	0	102	372	0	0	0
Dpysl2	97.000000	0	0	0	0	120	656	0	0	0
Zfp94	96.875000	227	0	128	0	0	420	0	0	0
Palb2	96.875000	0	0	252	0	0	270	253	0	0
Dctn5	96.875000	0	0	252	0	0	270	253	0	0
Ifnar1	96.750000	274	0	146	0	139	215	0	0	0
Rpf2	96.500000	314	0	120	0	0	338	0	0	0
Pik3cd	96.500000	670	0	0	0	0	102	0	0	0
N4bp2l2	96.500000	218	0	128	0	0	207	0	219	0
Mmgt1	96.500000	130	0	0	0	0	642	0	0	0
Hnrnpc	96.500000	304	92	199	0	177	0	0	0	0
Yars	96.250000	210	0	112	0	0	448	0	0	0
Tmem38b	96.250000	0	0	0	0	0	770	0	0	0
S100pbp	96.250000	210	0	112	0	0	448	0	0	0
Psen2	96.250000	197	0	173	0	120	280	0	0	0
Ist1	96.250000	603	0	0	0	0	167	0	0	0
Tbc1d10b	96.125000	346	0	130	163	130	0	0	0	0
Prrg4	96.125000	109	0	0	0	0	492	0	168	0
Mylpf	96.125000	346	0	130	163	130	0	0	0	0
Ctla2b	96.125000	289	0	210	0	102	168	0	0	0
Syt12	95.875000	0	0	0	0	0	767	0	0	0
Slc16a6	95.875000	121	0	0	0	0	646	0	0	0
Sympk	95.750000	292	0	354	0	120	0	0	0	0
Plscr2	95.750000	513	0	0	0	85	168	0	0	0
Foxa3	95.750000	292	0	354	0	120	0	0	0	0
C87436	95.750000	257	0	146	0	0	363	0	0	0
Slc30a5	95.625000	227	0	0	0	0	400	0	138	0
Ndufs2	95.625000	370	159	128	0	0	108	0	0	0
Bclaf1	95.500000	235	0	250	0	0	279	0	0	0
Strn	95.375000	215	125	164	0	0	259	0	0	0
Tmx3	95.250000	0	0	0	0	0	762	0	0	0
Ccnd2	95.250000	172	0	0	0	0	590	0	0	0
Ublcp1	94.875000	315	0	230	0	0	214	0	0	0
Scrn3	94.750000	292	0	155	0	0	311	0	0	0
Cir1	94.750000	292	0	155	0	0	311	0	0	0
Prkrip1	94.625000	303	0	263	0	191	0	0	0	0
Cysltr1	94.625000	0	0	0	0	0	757	0	0	0
Coa4	94.625000	215	0	112	0	0	430	0	0	0
Gmcl1	94.500000	334	0	273	0	149	0	0	0	0
Txnrd1	94.375000	136	0	0	0	0	619	0	0	0
Birc6	94.000000	0	0	0	0	0	752	0	0	0
Sphk2	93.875000	191	0	128	0	0	326	106	0	0
Rpl18	93.875000	191	0	128	0	0	326	106	0	0
Gpcpd1	93.875000	167	0	202	0	0	382	0	0	0
Plk4	93.625000	248	0	155	0	0	346	0	0	0
Cstb	93.625000	0	0	0	0	0	749	0	0	0
Txlna	93.375000	0	0	0	0	134	482	0	131	0
Ptpn4	93.250000	0	0	120	0	0	626	0	0	0
Psmb2	93.125000	272	0	0	0	149	219	105	0	0
Tmtc2	93.000000	0	0	0	0	0	744	0	0	0
Tmem144	93.000000	0	0	0	0	0	744	0	0	0
Cabcoco1	92.875000	345	116	172	0	0	110	0	0	0
Ifi204	92.750000	353	0	112	0	0	132	0	145	0
Ahctf1	92.750000	0	0	0	0	0	742	0	0	0
Shcbp1l	92.625000	0	0	0	0	0	741	0	0	0
Dennd4b	92.625000	0	0	0	0	0	741	0	0	0
Runx2	92.500000	167	0	0	0	0	573	0	0	0
Phf11b	92.500000	358	0	0	0	0	382	0	0	0
Zmiz1	92.375000	0	0	0	0	0	739	0	0	0
Ppp1cb	92.375000	204	0	242	0	111	182	0	0	0
Lat	92.375000	0	0	0	0	0	739	0	0	0
Clk1	92.375000	227	0	173	0	0	339	0	0	0
Stk40	92.250000	275	0	183	0	0	280	0	0	0
Eloc	92.250000	199	0	202	0	0	337	0	0	0
Herc4	92.000000	303	0	284	0	149	0	0	0	0
Ehmt1	92.000000	207	0	327	0	202	0	0	0	0
Btg1	92.000000	292	111	195	0	138	0	0	0	0
Osbp	91.875000	295	0	173	0	126	141	0	0	0
Slamf8	91.750000	0	0	0	0	0	606	0	128	0
Pdyn	91.625000	0	0	0	0	0	733	0	0	0
Cct8	91.625000	248	0	192	0	0	166	127	0	0
Rmc1	91.500000	187	0	112	0	120	313	0	0	0
Znhit3	91.375000	0	0	0	0	0	587	144	0	0
Srsf2	91.375000	233	165	207	0	126	0	0	0	0
Mfsd11	91.375000	233	165	207	0	126	0	0	0	0
Trmo	91.250000	179	0	0	0	0	551	0	0	0
Miip	91.250000	0	0	137	0	0	593	0	0	0
Itgb1bp1	91.250000	286	0	153	0	200	91	0	0	0
Gpr55	91.250000	0	0	0	0	0	589	0	141	0
Fv1	91.250000	0	0	137	0	0	593	0	0	0
Cpsf3	91.250000	286	0	153	0	200	91	0	0	0
Adam17	91.250000	207	0	137	0	149	237	0	0	0
Actr3	91.250000	220	85	216	0	101	108	0	0	0
Zbtb10	91.125000	217	0	137	0	0	375	0	0	0
Ybx1	91.125000	0	0	164	0	0	565	0	0	0
Znhit1	91.000000	259	0	183	0	130	156	0	0	0
Plod3	91.000000	259	0	183	0	130	156	0	0	0
Exoc5	90.875000	207	0	155	0	0	365	0	0	0
Dcps	90.875000	0	0	0	0	0	727	0	0	0
Ap5m1	90.875000	207	0	155	0	0	365	0	0	0
Tmem127	90.625000	384	0	202	0	139	0	0	0	0
Tfg	90.625000	229	0	121	0	66	309	0	0	0
Spg21	90.625000	0	0	0	0	0	725	0	0	0
Prps1l3	90.625000	148	0	155	0	0	422	0	0	0
Numa1	90.625000	0	0	0	0	0	725	0	0	0
Ndrg3	90.625000	303	0	273	0	149	0	0	0	0
Mipol1	90.625000	148	0	155	0	0	422	0	0	0
Ciao1	90.625000	384	0	202	0	139	0	0	0	0
Spink10	90.500000	243	0	252	0	149	80	0	0	0
Fbxo38	90.500000	243	0	252	0	149	80	0	0	0
Supt4a	90.250000	386	0	242	0	94	0	0	0	0
Satb1	90.125000	0	0	0	0	0	721	0	0	0
Lrrc51	90.125000	187	0	164	0	130	240	0	0	0
Il18bp	90.125000	0	0	0	0	0	560	0	161	0
H3c7	90.125000	242	120	200	0	159	0	0	0	0
H2bc9	90.125000	242	120	200	0	159	0	0	0	0
Ptprc	90.000000	481	0	0	0	0	239	0	0	0
Isg15	89.875000	193	0	0	0	0	526	0	0	0
Eif4h	89.875000	281	0	202	0	149	87	0	0	0
Capza2	89.875000	161	0	144	0	0	414	0	0	0
Ythdc1	89.750000	167	0	146	0	85	320	0	0	0
Rrn3	89.750000	0	0	0	0	0	718	0	0	0
Rfx5	89.750000	386	0	173	0	159	0	0	0	0
Zswim4	89.500000	103	0	173	0	139	301	0	0	0
Rsl1	89.500000	227	0	146	0	0	343	0	0	0
Med6	89.500000	257	0	146	0	170	143	0	0	0
Zfp408	89.375000	257	0	164	0	159	135	0	0	0
Mrtfa	89.250000	197	0	128	0	0	389	0	0	0
Rbm3	89.125000	0	0	0	0	0	588	0	125	0
Ppfibp2	89.125000	139	0	0	0	0	574	0	0	0
Rpl27a	89.000000	274	108	173	0	0	157	0	0	0
Prpf40a	89.000000	263	0	80	0	0	369	0	0	0
Arl6ip6	89.000000	263	0	80	0	0	369	0	0	0
Traf7	88.750000	258	0	112	0	126	214	0	0	0
Nbn	88.750000	157	0	0	0	0	553	0	0	0
Cstf1	88.625000	130	0	95	0	0	289	195	0	0
Aurka	88.625000	130	0	95	0	0	289	195	0	0
Aaas	88.625000	157	0	0	0	0	552	0	0	0
Trp53inp1	88.500000	205	0	155	0	0	348	0	0	0
Synj2	88.500000	407	0	0	0	0	301	0	0	0
Tomm20	88.375000	103	125	299	0	0	180	0	0	0
Ccl4	88.375000	0	0	0	0	0	707	0	0	0
Khdc4	88.250000	297	77	183	0	149	0	0	0	0
Acvr1c	88.250000	0	0	0	0	0	706	0	0	0
Zc3h15	88.000000	227	0	155	0	202	120	0	0	0
Rragd	88.000000	0	0	0	0	0	704	0	0	0
Helb	88.000000	128	0	146	0	0	430	0	0	0
Tob1	87.875000	249	0	202	0	139	113	0	0	0
Dars2	87.625000	226	0	0	0	0	475	0	0	0
Usf1	87.500000	211	108	112	0	0	269	0	0	0
Sirt6	87.500000	308	0	0	0	0	392	0	0	0
Ptma	87.500000	320	197	183	0	0	0	0	0	0
